name,source_rows,source_labels,proposed_ids,status,reason
restrictive_fluid_pipe,1014,Pipes (1111:10) — stack 64,1111:10:12,deferred,not-yet-reviewed-or-namespace-conflict
restrictive_item_pipe,1013,Pipes (1111:10) — stack 64,1111:10:11,deferred,not-yet-reviewed-or-namespace-conflict
ring,136,Processed materials,,deferred,not-yet-reviewed-or-namespace-conflict
robot_arm,130,Mechanical components (need new sub-prefix),,deferred,requires-new-namespace
robot_arm_hv,1056,Components & Circuits (1111:11) — stack 64,1111:11:34,deferred,not-yet-reviewed-or-namespace-conflict
robot_arm_lv,1054,Components & Circuits (1111:11) — stack 64,1111:11:32,deferred,not-yet-reviewed-or-namespace-conflict
robot_arm_mv,1055,Components & Circuits (1111:11) — stack 64,1111:11:33,deferred,not-yet-reviewed-or-namespace-conflict
rocket_chest,749,Rocket Parts (110:1),110:1:3,deferred,not-yet-reviewed-or-namespace-conflict
rocket_control_computer,756,Rocket Parts (110:1),110:1:10,deferred,not-yet-reviewed-or-namespace-conflict
rocket_engine,747,Rocket Parts (110:1),110:1:1,deferred,not-yet-reviewed-or-namespace-conflict
rocket_fins,746,Rocket Parts (110:1),110:1:0,deferred,not-yet-reviewed-or-namespace-conflict
rocket_nose_cone,748,Rocket Parts (110:1),110:1:2,deferred,not-yet-reviewed-or-namespace-conflict
rotare_motor,804,Heat & Rotare Processing (1110:00),1110:000:5,deferred,not-yet-reviewed-or-namespace-conflict
rotare_pump,806,Heat & Rotare Processing (1110:00),1110:000:7,deferred,not-yet-reviewed-or-namespace-conflict
rotare_transmission,805,Heat & Rotare Processing (1110:00),1110:000:6,deferred,not-yet-reviewed-or-namespace-conflict
rotor,136,Processed materials,,deferred,not-yet-reviewed-or-namespace-conflict
rubber,134;202,Processed materials,,deferred,not-yet-reviewed-or-namespace-conflict
rubber_liquid,647,Fluids as Items / Chemicals (011111:3) — stack 64 (или 16 если вёдра),011111:3:17,deferred,not-yet-reviewed-or-namespace-conflict
ruby,512,Gems & Crystals (01110:5),0:1110:101:2,deferred,not-yet-reviewed-or-namespace-conflict
salt_ore,691,Overworld (10:0),10:0:25,deferred,not-yet-reviewed-or-namespace-conflict
sapphire,513,Gems & Crystals (01110:5),0:1110:101:3,deferred,not-yet-reviewed-or-namespace-conflict
scanner,794,Quest / Special (110:4),110:4:3,deferred,not-yet-reviewed-or-namespace-conflict
screw,136,Processed materials,,deferred,not-yet-reviewed-or-namespace-conflict
screwdriver_electric,968,Electric Tools (1111:00) — stack 1,1111:00:15,deferred,not-yet-reviewed-or-namespace-conflict
scythe,173,"More drill tiers (EV, IV, LuV, ZPM, UV)",,deferred,not-yet-reviewed-or-namespace-conflict
sea_lantern,298,Manufactured Building (00:2),00:2:18,deferred,not-yet-reviewed-or-namespace-conflict
sensor,131,Mechanical components (need new sub-prefix),,deferred,requires-new-namespace
sensor_hv,1059,Components & Circuits (1111:11) — stack 64,1111:11:37,deferred,not-yet-reviewed-or-namespace-conflict
sensor_lv,1057,Components & Circuits (1111:11) — stack 64,1111:11:35,deferred,not-yet-reviewed-or-namespace-conflict
sensor_mv,1058,Components & Circuits (1111:11) — stack 64,1111:11:36,deferred,not-yet-reviewed-or-namespace-conflict
sifter,156,"Processing (1110:00:* — currently 0-7, room for 1024)",,deferred,not-yet-reviewed-or-namespace-conflict
sifter_lv,854,Electric Processing (1110:10) — LV/MV/HV основные,1110:010:30,deferred,not-yet-reviewed-or-namespace-conflict
silicon,134,Processed materials,,deferred,not-yet-reviewed-or-namespace-conflict
silicone_ingot,427,Non-metals (0110:4),0110:4:2,deferred,not-yet-reviewed-or-namespace-conflict
slabs,112,More wood types (prefix 0:10:*),,deferred,not-yet-reviewed-or-namespace-conflict
small_copper_dust,463,Dusts (01110:1),0:1110:001:10,deferred,not-yet-reviewed-or-namespace-conflict
small_fluid_pipe,1016,Pipes (1111:10) — stack 64,1111:10:14,deferred,not-yet-reviewed-or-namespace-conflict
small_iron_dust,462,Dusts (01110:1),0:1110:001:9,deferred,not-yet-reviewed-or-namespace-conflict
small_steel_gear,487,Gears / Rings / Foils / Springs / Rotors (01110:3),0:1110:011:2,deferred,not-yet-reviewed-or-namespace-conflict
smithing_table,376,Wooden Containers & Utility (010:4),010:4:13,deferred,not-yet-reviewed-or-namespace-conflict
snow_block,302,Manufactured Building (00:2),00:2:22,deferred,not-yet-reviewed-or-namespace-conflict
sodium_persulfate,661,Fluids as Items / Chemicals (011111:3) — stack 64 (или 16 если вёдра),011111:3:31,deferred,not-yet-reviewed-or-namespace-conflict
solar_panel,131;161,Mechanical components (need new sub-prefix),,deferred,requires-new-namespace
solar_panel_hv,879,"Generation, Storage, Transformers (1110:11)",1110:100:14,deferred,not-yet-reviewed-or-namespace-conflict
solar_panel_lv,877,"Generation, Storage, Transformers (1110:11)",1110:100:12,deferred,not-yet-reviewed-or-namespace-conflict
solar_panel_mv,878,"Generation, Storage, Transformers (1110:11)",1110:100:13,deferred,not-yet-reviewed-or-namespace-conflict
soldering_iron,554,Crafting Helpers (011110:2),011110:2:7,deferred,not-yet-reviewed-or-namespace-conflict
soldering_iron_electric,969,Electric Tools (1111:00) — stack 1,1111:00:16,deferred,not-yet-reviewed-or-namespace-conflict
space_boots,762,Space Equipment (110:2),110:2:3,deferred,not-yet-reviewed-or-namespace-conflict
space_chestplate,760,Space Equipment (110:2),110:2:1,deferred,not-yet-reviewed-or-namespace-conflict
space_helmet,759,Space Equipment (110:2),110:2:0,deferred,not-yet-reviewed-or-namespace-conflict
space_leggings,761,Space Equipment (110:2),110:2:2,deferred,not-yet-reviewed-or-namespace-conflict
space_stone,741,Space Blocks (110:0),110:0:3,deferred,not-yet-reviewed-or-namespace-conflict
sphalerite_ore,697,Overworld (10:0),10:0:31,deferred,not-yet-reviewed-or-namespace-conflict
sponge,305,Decorative / Misc Terrain (00:3),00:3:0,deferred,not-yet-reviewed-or-namespace-conflict
spring,136,Processed materials,,deferred,not-yet-reviewed-or-namespace-conflict
spruce_fence_gate,349,Slabs / Stairs / Fences (010:2),010:2:10,deferred,not-yet-reviewed-or-namespace-conflict
spruce_trapdoor,357,Doors / Trapdoors / Mechanisms (010:3),010:3:4,deferred,not-yet-reviewed-or-namespace-conflict
spruce_wood,327,Raw Wood (010:0),010:0:10,deferred,not-yet-reviewed-or-namespace-conflict
steam_alloy_smelter,816,Steam Processing (1110:01),1110:001:7,deferred,not-yet-reviewed-or-namespace-conflict
steam_bending_machine,820,Steam Processing (1110:01),1110:001:11,deferred,not-yet-reviewed-or-namespace-conflict
steam_cell,592,Fluid Containers (011111:0) — stack 16,011111:0:18,deferred,not-yet-reviewed-or-namespace-conflict
steam_fluid,631,Fluids as Items / Chemicals (011111:3) — stack 64 (или 16 если вёдра),011111:3:1,deferred,not-yet-reviewed-or-namespace-conflict
steam_furnace,815,Steam Processing (1110:01),1110:001:6,deferred,not-yet-reviewed-or-namespace-conflict
steam_hammer,817,Steam Processing (1110:01),1110:001:8,deferred,not-yet-reviewed-or-namespace-conflict
steam_lathe,818,Steam Processing (1110:01),1110:001:9,deferred,not-yet-reviewed-or-namespace-conflict
steam_turbine,160;821,Generation (1110:01:* — currently 0-2),1110:001:12,deferred,not-yet-reviewed-or-namespace-conflict
steam_turbine_hv,873,"Generation, Storage, Transformers (1110:11)",1110:100:8,deferred,not-yet-reviewed-or-namespace-conflict
steam_turbine_lv,871,"Generation, Storage, Transformers (1110:11)",1110:100:6,deferred,not-yet-reviewed-or-namespace-conflict
steam_turbine_mv,872,"Generation, Storage, Transformers (1110:11)",1110:100:7,deferred,not-yet-reviewed-or-namespace-conflict
steam_wiremill,819,Steam Processing (1110:01),1110:001:10,deferred,not-yet-reviewed-or-namespace-conflict
steel_bolt,480,Rods / Bolts / Screws (01110:2),0:1110:010:6,deferred,not-yet-reviewed-or-namespace-conflict
steel_boots,778,Armor & Wearable (110:3) — stack 1,110:3:7,deferred,not-yet-reviewed-or-namespace-conflict
steel_chestplate,776,Armor & Wearable (110:3) — stack 1,110:3:5,deferred,not-yet-reviewed-or-namespace-conflict
steel_double_plate,450,Plates (01110:0),0:1110:000:15,deferred,not-yet-reviewed-or-namespace-conflict
steel_helmet,775,Armor & Wearable (110:3) — stack 1,110:3:4,deferred,not-yet-reviewed-or-namespace-conflict
steel_leggings,777,Armor & Wearable (110:3) — stack 1,110:3:6,deferred,not-yet-reviewed-or-namespace-conflict
steel_pipe,180,Pipes (prefix 1111:10:*),,deferred,not-yet-reviewed-or-namespace-conflict
steel_screw,482,Rods / Bolts / Screws (01110:2),0:1110:010:8,deferred,not-yet-reviewed-or-namespace-conflict
stone_brick_slab,286,Manufactured Building (00:2),00:2:6,deferred,not-yet-reviewed-or-namespace-conflict
stone_brick_stairs,287,Manufactured Building (00:2),00:2:7,deferred,not-yet-reviewed-or-namespace-conflict
stone_dust,467,Dusts (01110:1),0:1110:001:14,deferred,not-yet-reviewed-or-namespace-conflict
stripped_birch_log,325,Raw Wood (010:0),010:0:8,deferred,not-yet-reviewed-or-namespace-conflict
stripped_oak_log,323,Raw Wood (010:0),010:0:6,deferred,not-yet-reviewed-or-namespace-conflict
stripped_spruce_log,324,Raw Wood (010:0),010:0:7,deferred,not-yet-reviewed-or-namespace-conflict
sulfur_dioxide,659,Fluids as Items / Chemicals (011111:3) — stack 64 (или 16 если вёдра),011111:3:29,deferred,not-yet-reviewed-or-namespace-conflict
sulfur_trioxide,660,Fluids as Items / Chemicals (011111:3) — stack 64 (или 16 если вёдра),011111:3:30,deferred,not-yet-reviewed-or-namespace-conflict
super_capacitor,166,Storage (1110:10:* — currently 0-3),,deferred,not-yet-reviewed-or-namespace-conflict
terracotta,290,Manufactured Building (00:2),00:2:10,deferred,not-yet-reviewed-or-namespace-conflict
thorium_ore,683,Overworld (10:0),10:0:17,deferred,not-yet-reviewed-or-namespace-conflict
tiny_tin_dust,464,Dusts (01110:1),0:1110:001:11,deferred,not-yet-reviewed-or-namespace-conflict
titanium_pipe,180,Pipes (prefix 1111:10:*),,deferred,not-yet-reviewed-or-namespace-conflict
tnt,312,Decorative / Misc Terrain (00:3),00:3:7,deferred,not-yet-reviewed-or-namespace-conflict
topaz,516,Gems & Crystals (01110:5),0:1110:101:6,deferred,not-yet-reviewed-or-namespace-conflict
transformer_ev_iv,895,"Generation, Storage, Transformers (1110:11)",1110:110:30,deferred,not-yet-reviewed-or-namespace-conflict
transformer_iv_luv,896,"Generation, Storage, Transformers (1110:11)",1110:110:31,deferred,not-yet-reviewed-or-namespace-conflict
transformer_luv_zpm,897,"Generation, Storage, Transformers (1110:11)",1110:110:32,deferred,not-yet-reviewed-or-namespace-conflict
transformer_zpm_uv,898,"Generation, Storage, Transformers (1110:11)",1110:110:33,deferred,not-yet-reviewed-or-namespace-conflict
transistor,1074,Components & Circuits (1111:11) — stack 64,1111:11:52,deferred,not-yet-reviewed-or-namespace-conflict
trapdoor,113,More wood types (prefix 0:10:*),,deferred,not-yet-reviewed-or-namespace-conflict
tritanium_ingot,421,Rare / Endgame (0110:3),0110:3:3,deferred,not-yet-reviewed-or-namespace-conflict
tungsten_wire_1x,504,Wires (01110:4),0:1110:100:6,deferred,not-yet-reviewed-or-namespace-conflict
tungstensteel_gear,488,Gears / Rings / Foils / Springs / Rotors (01110:3),0:1110:011:3,deferred,not-yet-reviewed-or-namespace-conflict
tungstensteel_rotor,495,Gears / Rings / Foils / Springs / Rotors (01110:3),0:1110:011:10,deferred,not-yet-reviewed-or-namespace-conflict
type,180,Pipes (prefix 1111:10:*),,deferred,not-yet-reviewed-or-namespace-conflict
vacuum_pipe,181,Pipes (prefix 1111:10:*),,deferred,not-yet-reviewed-or-namespace-conflict
vacuum_tube,1073,Components & Circuits (1111:11) — stack 64,1111:11:51,deferred,not-yet-reviewed-or-namespace-conflict
vine,276,Vegetation (00:1),00:1:16,deferred,not-yet-reviewed-or-namespace-conflict
water_cell,591,Fluid Containers (011111:0) — stack 16,011111:0:17,deferred,not-yet-reviewed-or-namespace-conflict
water_fluid,630,Fluids as Items / Chemicals (011111:3) — stack 64 (или 16 если вёдра),011111:3:0,deferred,not-yet-reviewed-or-namespace-conflict
wet_sponge,306,Decorative / Misc Terrain (00:3),00:3:1,deferred,not-yet-reviewed-or-namespace-conflict
wetware_circuit,126,Circuits (need new sub-prefix),,deferred,requires-new-namespace
wind_turbine,161,Generation (1110:01:* — currently 0-2),,deferred,not-yet-reviewed-or-namespace-conflict
wire_aluminium_1x,992,Cables & Wires (1111:01) — stack 64,1111:01:20,deferred,not-yet-reviewed-or-namespace-conflict
wire_annealed_copper,132,Mechanical components (need new sub-prefix),,deferred,requires-new-namespace
wire_copper_1x,988,Cables & Wires (1111:01) — stack 64,1111:01:16,deferred,not-yet-reviewed-or-namespace-conflict
wire_copper_2x,989,Cables & Wires (1111:01) — stack 64,1111:01:17,deferred,not-yet-reviewed-or-namespace-conflict
wire_copper_4x,990,Cables & Wires (1111:01) — stack 64,1111:01:18,deferred,not-yet-reviewed-or-namespace-conflict
wire_gold_1x,991,Cables & Wires (1111:01) — stack 64,1111:01:19,deferred,not-yet-reviewed-or-namespace-conflict
wire_superconductor_ev,997,Cables & Wires (1111:01) — stack 64,1111:01:25,deferred,not-yet-reviewed-or-namespace-conflict
wire_superconductor_hv,996,Cables & Wires (1111:01) — stack 64,1111:01:24,deferred,not-yet-reviewed-or-namespace-conflict
wire_superconductor_iv,998,Cables & Wires (1111:01) — stack 64,1111:01:26,deferred,not-yet-reviewed-or-namespace-conflict
wire_superconductor_lv,994,Cables & Wires (1111:01) — stack 64,1111:01:22,deferred,not-yet-reviewed-or-namespace-conflict
wire_superconductor_mv,995,Cables & Wires (1111:01) — stack 64,1111:01:23,deferred,not-yet-reviewed-or-namespace-conflict
wire_tungsten_1x,993,Cables & Wires (1111:01) — stack 64,1111:01:21,deferred,not-yet-reviewed-or-namespace-conflict
wiremill_lv,844,Electric Processing (1110:10) — LV/MV/HV основные,1110:010:20,deferred,not-yet-reviewed-or-namespace-conflict
wiremill_mv,845,Electric Processing (1110:10) — LV/MV/HV основные,1110:010:21,deferred,not-yet-reviewed-or-namespace-conflict
wood_dust,469,Dusts (01110:1),0:1110:001:16,deferred,not-yet-reviewed-or-namespace-conflict
wool,612,Fuels & Basic Resources (011111:1) — stack 64,011111:1:16,deferred,not-yet-reviewed-or-namespace-conflict
